temperature,radius,mass,color,name
6037.0,1.7,1.33,Yellow-White,Star_3175
5944.0,1.94,1.25,Yellow,Star_3176
6522.0,1.528,1.046,Yellow-White,Star_3177
5421.0,0.86,0.91,Yellow,Star_3179
5766.0,0.86,0.968,Yellow,Star_3180
4175.0,0.544,0.561,Orange,Star_3181
6251.0,1.35,1.25,Yellow-White,Star_3182
6106.0,0.844,0.935,Yellow-White,Star_3183
6032.0,1.001,1.065,Yellow-White,Star_3184
5922.0,1.06,1.13,Yellow,Star_3186
6000.0,1.13152,1.11,Yellow,Star_3187
5812.0,0.963,1.079,Yellow,Star_3188
4905.0,0.748623,0.8,Orange,Star_3189
4665.0,11.0,1.4,Orange,Star_3190
3691.0,0.318,0.347,Red,Star_3191
5677.0,0.828,0.92,Yellow,Star_3192
5218.0,0.799,0.876,Yellow,Star_3193
5296.0,0.83,0.88,Yellow,Star_3194
3609.0,0.537958,0.534295,Red,Star_3195
5822.0,1.22732,1.05,Yellow,Star_3197
6306.0,1.06,1.139,Yellow-White,Star_3198
5175.0,0.902819,0.88,Orange,Star_3200
5166.0,0.82,0.859,Orange,Star_3201
5099.0,0.7,0.794,Orange,Star_3202
5866.0,0.91,1.06,Yellow,Star_3203
5969.0,1.674,1.313,Yellow,Star_3204
6366.0,1.697,1.164,Yellow-White,Star_3205
4908.0,0.769,0.75,Orange,Star_3206
5040.89,0.78649,0.84,Orange,Star_3207
6047.0,1.492,1.212,Yellow-White,Star_3208
5857.0,1.487,1.223,Yellow,Star_3209
4582.0,0.677,0.702,Orange,Star_3211
6241.0,1.1,1.2,Yellow-White,Star_3212
5757.09,1.97691,1.03,Yellow,Star_3214
5216.0,0.79,0.874,Yellow,Star_3217
5692.0,1.00439,1.01,Yellow,Star_3218
6038.0,1.191,0.995,Yellow-White,Star_3220
5918.0,0.969,0.956,Yellow,Star_3221
4169.0,0.623,0.631,Orange,Star_3222
6250.0,1.21,1.13,Yellow-White,Star_3224
6110.0,1.871,1.31,Yellow-White,Star_3225
6120.0,1.19,1.18,Yellow-White,Star_3226
4901.0,0.761793,0.8,Orange,Star_3230
5772.0,1.59521,1.03,Yellow,Star_3231
7000.0,1.79,1.59,Yellow-White,Star_3232
5410.0,0.865985,0.94,Yellow,Star_3233
5870.0,0.89,0.997,Yellow,Star_3234
4951.0,4.6,1.58,Orange,Star_3235
5791.0,1.07,1.01,Yellow,Star_3237
4963.0,0.826,0.789,Orange,Star_3238
6019.0,1.34,1.23,Yellow-White,Star_3240
5781.0,1.11,1.02,Yellow,Star_3241
5155.0,0.938,0.902,Orange,Star_3243
6350.0,1.39,1.38,Yellow-White,Star_3244
3558.0,0.374,0.392,Red,Star_3246
6373.0,1.38,1.37,Yellow-White,Star_3247
5972.0,1.112,1.156,Yellow,Star_3248
6007.0,1.3174,1.1973,Yellow-White,Star_3249
5918.0,1.043,1.003,Yellow,Star_3250
5017.0,0.753,0.811,Orange,Star_3251
6319.0,1.01591,1.25,Yellow-White,Star_3252
6461.0,1.46,1.229,Yellow-White,Star_3253
5889.0,0.9,1.003,Yellow,Star_3256
5832.83,1.33402,1.05,Yellow,Star_3259
5188.0,0.795,0.814,Orange,Star_3261
6212.0,1.12,1.09,Yellow-White,Star_3262
5300.0,0.92,0.9,Yellow,Star_3264
5589.32,0.865671,0.99,Yellow,Star_3265
5899.0,0.996,0.944,Yellow,Star_3266
5692.0,1.462,0.998,Yellow,Star_3267
5185.0,0.79,0.83,Orange,Star_3269
5871.0,1.14,1.077,Yellow,Star_3273
6395.0,2.048,1.512,Yellow-White,Star_3274
3422.0,0.372,0.368,Red,Star_3276
4098.0,0.531,0.557,Orange,Star_3277
3499.0,0.46,0.49,Red,Star_3278
6194.0,1.069,1.161,Yellow-White,Star_3279
6202.0,1.01,1.1,Yellow-White,Star_3280
4580.0,0.618,0.645,Orange,Star_3281
5990.0,0.93,1.035,Yellow,Star_3284
4427.0,0.622,0.615,Orange,Star_3285
5849.0,1.06,1.03,Yellow,Star_3286
5285.0,0.95,0.99,Yellow,Star_3288
4931.94,0.783313,0.837059,Orange,Star_3290
5959.0,0.966,0.983,Yellow,Star_3291
5582.29,0.992753,0.99,Yellow,Star_3293
5661.0,1.522,1.04,Yellow,Star_3294
5330.0,0.841918,0.919,Yellow,Star_3295
5192.0,0.802,0.896,Orange,Star_3296
6047.0,1.129,1.021,Yellow-White,Star_3297
3961.0,0.635838,0.616399,Orange,Star_3298
4807.0,1.802,0.955,Orange,Star_3299
4823.55,0.995767,0.782,Orange,Star_3300
5736.0,1.5,1.03,Yellow,Star_3303
5924.0,1.53,1.187,Yellow,Star_3304
5560.0,0.842,0.932,Yellow,Star_3306
5409.0,1.54,0.909,Yellow,Star_3308
6141.0,1.352,1.247,Yellow-White,Star_3309
5880.0,0.89,0.998,Yellow,Star_3312
4158.0,0.62,0.64,Orange,Star_3313
5694.0,1.089,0.98,Yellow,Star_3314
5992.0,0.989,0.927,Yellow,Star_3315
5554.0,0.874211,0.906739,Yellow,Star_3316
6076.0,1.15,1.08,Yellow-White,Star_3317
6253.0,0.997,0.93,Yellow-White,Star_3318
3769.0,0.51,0.53,Orange,Star_3320
3796.0,0.596385,0.585129,Orange,Star_3321
6143.0,1.23,1.13,Yellow-White,Star_3322
6244.0,1.154,1.225,Yellow-White,Star_3324
5794.0,1.225,1.004,Yellow,Star_3325
5331.0,0.76,0.843,Yellow,Star_3326
5738.0,1.11,1.15,Yellow,Star_3327
4890.0,5.92,1.63,Orange,Star_3328
4653.0,0.66,0.694,Orange,Star_3329
4696.0,0.787708,0.75,Orange,Star_3330
6370.0,1.44,1.26,Yellow-White,Star_3333
5979.0,1.794,1.283,Yellow,Star_3334
4882.0,0.799285,0.8,Orange,Star_3335
4886.0,14.6,2.7,Orange,Star_3336
6094.0,1.803,1.299,Yellow-White,Star_3337
6054.0,1.75667,1.13,Yellow-White,Star_3338
5907.0,0.99,0.967,Yellow,Star_3339
4791.0,0.684,0.738,Orange,Star_3340
3931.0,0.549,0.578,Orange,Star_3341
5753.0,1.68158,1.03,Yellow,Star_3342
6231.0,2.397,1.316,Yellow-White,Star_3343
5744.0,1.0,1.07,Yellow,Star_3345
6298.0,1.23,1.22,Yellow-White,Star_3346
5794.0,0.94,0.946,Yellow,Star_3347
6229.0,1.3,1.2,Yellow-White,Star_3348
5875.0,1.08028,1.06,Yellow,Star_3349
5938.0,1.184,1.097,Yellow,Star_3351
7014.0,1.84217,1.54,Yellow-White,Star_3354
6172.0,1.43072,1.18,Yellow-White,Star_3356
5557.0,0.9,0.93,Yellow,Star_3358
5643.0,0.94,0.96,Yellow,Star_3359
6018.0,1.286,1.09,Yellow-White,Star_3360
3880.0,0.543991,0.539818,Orange,Star_3362
5915.0,1.115,0.969,Yellow,Star_3363
5546.0,1.0519,0.98,Yellow,Star_3366
3808.0,0.260445,0.23225,Orange,Star_3367
5770.0,0.933,1.001,Yellow,Star_3368
6058.0,1.88,1.22,Yellow-White,Star_3370
5582.0,0.92,0.95,Yellow,Star_3371
6450.0,1.222,1.181,Yellow-White,Star_3372
5975.0,1.112,1.134,Yellow,Star_3374
5180.0,0.866,0.895,Orange,Star_3380
5464.0,1.11294,0.96,Yellow,Star_3381
6286.0,1.06,1.13,Yellow-White,Star_3382
6046.0,0.927,1.011,Yellow-White,Star_3383
4941.0,4.885,1.808,Orange,Star_3384
6520.0,1.14,1.14,Yellow-White,Star_3385
6010.0,1.64,1.33,Yellow-White,Star_3386
6094.0,1.245,1.165,Yellow-White,Star_3388
5075.0,0.772,0.849,Orange,Star_3389
5761.0,1.518,1.036,Yellow,Star_3390
5288.0,0.74,0.841,Yellow,Star_3391
3640.0,0.503,0.513,Red,Star_3392
6240.0,1.025,0.975,Yellow-White,Star_3393
5684.0,0.9574,1.0258,Yellow,Star_3394
3707.0,0.622,0.645,Orange,Star_3395
5751.0,1.48,1.21,Yellow,Star_3396
5522.0,1.76,1.12,Yellow,Star_3398
5650.0,0.91,0.98,Yellow,Star_3401
5692.0,1.017,0.995,Yellow,Star_3404
5200.0,0.863,0.884,Orange,Star_3405
5907.0,1.705,1.165,Yellow,Star_3407
5627.0,0.932,0.961,Yellow,Star_3410
4150.0,0.571,0.57,Orange,Star_3411
4797.0,0.701,0.733,Orange,Star_3412
5745.0,1.62302,1.03,Yellow,Star_3414
4075.67,0.571015,0.649093,Orange,Star_3415
3708.0,0.55,0.577,Orange,Star_3416
6044.0,1.077,0.986,Yellow-White,Star_3419
6131.0,2.04,1.36,Yellow-White,Star_3422
5524.0,0.89,0.92,Yellow,Star_3426
5890.0,0.985,1.044,Yellow,Star_3427
5205.0,0.8,0.84,Yellow,Star_3428
5541.0,1.17,1.047,Yellow,Star_3429
6063.0,1.358,1.227,Yellow-White,Star_3430
4804.0,0.78,0.768,Orange,Star_3431
5667.0,1.603,0.94,Yellow,Star_3432
5911.0,0.914,1.006,Yellow,Star_3433
5700.0,1.058,0.89,Yellow,Star_3434
5840.0,1.626,1.24,Yellow,Star_3435
4524.0,0.68,0.71,Orange,Star_3436
5794.96,1.5108,1.04,Yellow,Star_3437
5310.0,0.853,0.913,Yellow,Star_3439
5251.0,0.87,0.88,Yellow,Star_3441
3030.0,0.2075,0.171,Red,Star_3443
5782.0,1.45,1.08,Yellow,Star_3445
5757.0,1.46,1.21,Yellow,Star_3446
3943.0,0.631,0.612,Orange,Star_3448
4865.6,0.793476,0.793,Orange,Star_3449
5723.0,1.209,1.105,Yellow,Star_3450
6033.0,2.276457,1.424556,Yellow-White,Star_3451
3228.0,0.19,0.18,Red,Star_3454
3719.95,0.369083,0.391846,Orange,Star_3456
5480.0,1.05,1.11,Yellow,Star_3457
5986.0,1.2589,1.012,Yellow,Star_3459
6311.0,1.172,1.253,Yellow-White,Star_3462
5850.0,1.187,0.98,Yellow,Star_3464
5560.0,1.0,0.78,Yellow,Star_3466
3807.0,0.47,0.49,Orange,Star_3468
6635.0,1.4,1.26,Yellow-White,Star_3470
6510.0,2.13,1.48,Yellow-White,Star_3471
5330.0,0.87,0.855,Yellow,Star_3472
5855.0,1.08,1.049,Yellow,Star_3474
5998.2,1.32637,1.11,Yellow,Star_3475
6027.0,1.1,1.08,Yellow-White,Star_3476
5731.0,1.445,1.16,Yellow,Star_3478
5632.0,1.0,1.05,Yellow,Star_3480
5992.0,1.125,1.122,Yellow,Star_3482
5803.0,1.94,1.122,Yellow,Star_3483
5316.0,0.804,0.876,Yellow,Star_3484
5883.0,1.61071,1.07,Yellow,Star_3485
5152.0,0.77,0.77,Orange,Star_3486
4938.0,5.2,1.44,Orange,Star_3489
6078.0,1.53,1.031,Yellow-White,Star_3490
5262.93,0.742983,0.9,Yellow,Star_3492
4896.0,3.55,1.31,Orange,Star_3493
5801.0,1.0162,1.0022,Yellow,Star_3494
5400.0,0.927,0.951,Yellow,Star_3495
5620.0,0.85,0.942,Yellow,Star_3496
5487.0,1.06,0.94,Yellow,Star_3498
5271.0,0.821,0.93,Yellow,Star_3500
5911.0,1.32,0.993,Yellow,Star_3501
6218.0,2.146,1.525,Yellow-White,Star_3503
5008.0,0.73,0.733,Orange,Star_3504
5974.0,0.881,0.904,Yellow,Star_3505
4907.0,0.74,0.81,Orange,Star_3506
4996.0,1.95,0.917,Orange,Star_3507
5652.17,2.0913,1.0,Yellow,Star_3509
6060.0,1.271,1.125,Yellow-White,Star_3510
4778.0,0.87,0.86,Orange,Star_3511
4901.0,0.758,0.733,Orange,Star_3512
5222.0,0.81,0.777,Yellow,Star_3513
5706.0,0.84,0.951,Yellow,Star_3514
6321.0,1.25,1.14,Yellow-White,Star_3515
4918.0,0.87,0.9,Orange,Star_3516
4926.0,0.662,0.727,Orange,Star_3518
4998.0,9.0,2.211,Orange,Star_3520
5300.0,0.986,0.861,Yellow,Star_3521
4996.0,0.748,0.828,Orange,Star_3522
4859.0,0.72,0.781,Orange,Star_3523
6080.0,1.68,1.29,Yellow-White,Star_3524
5746.62,1.555809,1.049075,Yellow,Star_3525
6060.0,1.15,1.11,Yellow-White,Star_3527
5252.0,0.898,0.815,Yellow,Star_3528
6430.0,1.75,1.39,Yellow-White,Star_3529
6370.0,1.09,1.16,Yellow-White,Star_3530
5695.0,1.09569,1.01,Yellow,Star_3531
8241.0,3.177,2.046,White,Star_3532
5443.0,0.911,0.798,Yellow,Star_3533
5530.0,0.86,0.87,Yellow,Star_3534
4366.0,0.455,0.495,Orange,Star_3535
6096.31,2.02277,1.14,Yellow-White,Star_3539
5959.75,1.34348,1.09,Yellow,Star_3540
5162.0,0.905798,0.87,Orange,Star_3541
5190.0,0.81635,0.88,Orange,Star_3542
5941.0,1.692,1.125,Yellow,Star_3543
5251.0,0.778,0.869,Yellow,Star_3546
6044.0,1.1,1.024,Yellow-White,Star_3547
6152.0,1.255,1.098,Yellow-White,Star_3548
3996.0,0.495,0.507,Orange,Star_3549
5635.0,0.804,0.876,Yellow,Star_3550
6099.0,1.42,1.31,Yellow-White,Star_3552
6029.0,0.95,1.045,Yellow-White,Star_3553
5602.0,1.02,1.03,Yellow,Star_3554
6125.0,1.22,1.15,Yellow-White,Star_3555
4884.0,0.734,0.793,Orange,Star_3557
5515.0,0.92,1.01,Yellow,Star_3558
5900.0,1.1,1.04,Yellow,Star_3559
6056.0,2.481,1.408,Yellow-White,Star_3560
5229.0,0.688,0.765,Yellow,Star_3561
2800.0,0.123,0.1009,Red,Star_3562
5612.0,0.99,0.87,Yellow,Star_3563
3891.0,0.6628,0.636635,Orange,Star_3564
6177.0,1.38,1.19,Yellow-White,Star_3566
5414.0,0.805,0.908,Yellow,Star_3567
5733.0,1.23679,1.02,Yellow,Star_3568
5818.0,1.647,1.149,Yellow,Star_3569
5774.0,0.958,1.022,Yellow,Star_3570
5014.0,0.674,0.653,Orange,Star_3572
5488.0,0.94,0.83,Yellow,Star_3573
5923.0,1.02,1.02,Yellow,Star_3574
5600.06,1.0225,0.99,Yellow,Star_3575
5800.0,1.35348,1.04,Yellow,Star_3576
5499.0,1.748,0.985,Yellow,Star_3577
5126.0,0.73,0.782,Orange,Star_3579
5149.0,0.815,0.904,Orange,Star_3580
5051.83,0.86968,0.843,Orange,Star_3581
2861.0,0.1405,0.1118,Red,Star_3583
5044.0,0.804,0.764,Orange,Star_3584
5579.0,0.798,0.892,Yellow,Star_3585
5921.0,1.07,1.04,Yellow,Star_3586
6174.0,1.907,1.375,Yellow-White,Star_3587
6170.0,1.22,1.08,Yellow-White,Star_3588
4860.0,4.98,1.25,Orange,Star_3589
5530.0,0.788,0.882,Yellow,Star_3590
5688.0,0.97,0.96,Yellow,Star_3591
5644.0,0.806,0.9,Yellow,Star_3592
4148.0,0.703757,0.649,Orange,Star_3593
5754.0,0.96,1.057,Yellow,Star_3596
5001.0,0.76,0.806,Orange,Star_3598
4102.0,0.52,0.53,Orange,Star_3601
6620.0,1.65,1.41,Yellow-White,Star_3602
5592.0,1.02739,0.99,Yellow,Star_3604
5867.0,1.33892,1.06,Yellow,Star_3605
5207.0,0.794153,0.89,Yellow,Star_3607
5881.0,1.067,1.061,Yellow,Star_3609
5262.0,0.778475,0.835734,Yellow,Star_3610
5200.0,0.84,0.9,Orange,Star_3611
4692.0,0.7,0.74,Orange,Star_3612
5271.0,0.803666,0.9,Yellow,Star_3614
5355.0,0.84,0.87,Yellow,Star_3616
5623.0,0.93,0.95,Yellow,Star_3617
4652.0,1.04,0.88,Orange,Star_3618
4678.0,0.709927,0.746,Orange,Star_3620
5721.0,0.993,1.069,Yellow,Star_3621
4255.0,0.5994,0.606,Orange,Star_3622
5864.0,2.06,1.84,Yellow,Star_3623
5844.0,1.096,1.065,Yellow,Star_3624
3168.0,0.287,0.27,Red,Star_3625
5720.0,1.064,1.0,Yellow,Star_3626
3800.0,0.6,0.62,Orange,Star_3627
5027.0,0.828,0.832,Orange,Star_3632
6150.0,2.086,1.448,Yellow-White,Star_3633
5773.0,0.95,0.98,Yellow,Star_3634
4072.0,0.65,0.64,Orange,Star_3636
3185.0,0.275,0.249,Red,Star_3639
6380.0,1.577,1.307,Yellow-White,Star_3640
5492.0,1.016,0.921,Yellow,Star_3641
9360.0,1.67,2.07,White,Star_3643
5659.0,0.98,0.94,Yellow,Star_3644
5446.0,0.963,1.007,Yellow,Star_3645
4655.78,0.766119,0.74,Orange,Star_3647
3713.0,0.47,0.484,Orange,Star_3648
5650.0,0.87,0.971,Yellow,Star_3649
5871.0,1.55,1.11,Yellow,Star_3650
6032.0,1.34,1.21,Yellow-White,Star_3652
5030.0,0.76,0.85,Orange,Star_3653
5494.0,0.982,0.893,Yellow,Star_3654
5706.0,0.974,1.034,Yellow,Star_3655
5099.0,0.76,0.8,Orange,Star_3657
3804.0,0.44,0.46,Orange,Star_3658
5253.0,0.773,0.784,Yellow,Star_3659
5825.0,1.02,1.03,Yellow,Star_3660
5510.0,0.923,0.987,Yellow,Star_3661
4262.1,0.685548,0.682189,Orange,Star_3662
5420.0,0.92,0.901,Yellow,Star_3664
5109.0,1.671,0.929,Orange,Star_3665
6334.8,1.4527,1.25,Yellow-White,Star_3671
5738.0,0.981,0.936,Yellow,Star_3674
6154.0,1.636,1.287,Yellow-White,Star_3675
5581.0,0.921,0.921,Yellow,Star_3676
5877.0,1.963,1.187,Yellow,Star_3677
5966.0,0.92,1.028,Yellow,Star_3678
5908.0,1.28905,1.07,Yellow,Star_3679
5260.0,0.9,0.97,Yellow,Star_3680
5766.0,0.870793,1.03,Yellow,Star_3681
5433.0,5.15,1.35,Yellow,Star_3682
5817.0,1.39385,1.05,Yellow,Star_3683
5423.0,1.404,0.915,Yellow,Star_3684
5162.79,0.79071,0.87,Orange,Star_3685
5825.0,1.03,1.01,Yellow,Star_3687
4970.0,4.71,1.8,Orange,Star_3688
5641.0,1.783,1.095,Yellow,Star_3689
4770.0,12.3,2.17,Orange,Star_3690
5853.0,1.12,1.05,Yellow,Star_3691
6050.0,1.17084,1.13,Yellow-White,Star_3692
5157.0,0.818,0.771,Orange,Star_3694
5979.67,1.48749,1.1,Yellow,Star_3695
6570.0,2.297,1.396,Yellow-White,Star_3697
5098.0,4.9,1.54,Orange,Star_3698
4350.0,0.61,0.64,Orange,Star_3699
6292.0,1.267,1.098,Yellow-White,Star_3700
5991.0,1.092,1.032,Yellow,Star_3701
5661.0,0.9,0.87,Yellow,Star_3702
5009.0,0.75,0.79,Orange,Star_3704
3957.0,0.553,0.551,Orange,Star_3705
4813.0,0.749033,0.779,Orange,Star_3706
5862.0,1.15,0.96,Yellow,Star_3708
5973.0,1.081,1.036,Yellow,Star_3709
4724.0,10.99,1.01,Orange,Star_3710
4742.0,0.695,0.766,Orange,Star_3711
6394.0,1.20263,1.28,Yellow-White,Star_3712
5995.0,1.635,1.087,Yellow,Star_3713
5242.0,14.1,3.09,Yellow,Star_3714
6000.0,0.93,1.035,Yellow,Star_3715
6321.0,1.06,1.14,Yellow-White,Star_3716
4435.0,0.63,0.67,Orange,Star_3718
5570.0,2.35,1.24,Yellow,Star_3719
3359.0,0.325729,0.306161,Red,Star_3720
6143.0,0.976,1.027,Yellow-White,Star_3722
5379.0,0.9,0.811,Yellow,Star_3723
5989.0,1.098,1.138,Yellow,Star_3724
3846.0,0.503,0.505,Orange,Star_3725
4813.0,0.754089,0.78,Orange,Star_3726
5520.0,0.853,0.947,Yellow,Star_3728
4732.81,0.685832,0.76,Orange,Star_3732
6200.0,1.89,1.37,Yellow-White,Star_3733
5865.0,1.11,1.04,Yellow,Star_3734
5368.85,0.95577,0.93,Yellow,Star_3735
6140.0,1.277,1.094,Yellow-White,Star_3736
5541.0,1.295,0.945,Yellow,Star_3738
5556.0,1.13,0.93,Yellow,Star_3740
5075.0,0.78,0.82,Orange,Star_3742
6207.0,1.23,1.048,Yellow-White,Star_3743
4296.0,17.3,0.8,Orange,Star_3746
6002.0,1.06,1.008,Yellow-White,Star_3747
6318.0,1.351,1.214,Yellow-White,Star_3751
4907.0,19.53,3.573,Orange,Star_3752
5902.0,1.474,1.091,Yellow,Star_3753
6234.0,1.21,1.1,Yellow-White,Star_3754
5000.0,8.93,2.5,Orange,Star_3755
5816.0,0.913,0.987,Yellow,Star_3756
5911.0,1.21,1.09,Yellow,Star_3760
3765.0,0.521,0.526,Orange,Star_3761
4965.0,0.76,0.81,Orange,Star_3762
5229.22,0.867011,0.89,Yellow,Star_3763
3624.15,0.459539,0.477046,Red,Star_3764
3711.0,0.48,0.5,Orange,Star_3765
5432.0,0.78,0.88,Yellow,Star_3766
6090.0,1.071,1.173,Yellow-White,Star_3767
5288.0,0.836,0.884,Yellow,Star_3768
6115.0,1.09,1.05,Yellow-White,Star_3769
5236.0,0.82,0.86,Yellow,Star_3770
6535.76,1.45606,1.35,Yellow-White,Star_3771
5775.0,0.768,0.838,Yellow,Star_3772
5951.0,1.155,1.015,Yellow,Star_3773
5971.55,1.22162,1.096,Yellow,Star_3774
6568.0,1.18,1.23,Yellow-White,Star_3775
5108.0,0.78,0.82,Orange,Star_3776
4016.0,0.599,0.595,Orange,Star_3778
5281.0,0.82,0.86,Yellow,Star_3779
3410.0,0.334,0.326,Red,Star_3781
5176.0,0.71,0.814,Orange,Star_3782
5400.0,0.937,0.931,Yellow,Star_3784
5658.0,0.815,0.895,Yellow,Star_3786
5820.0,1.09,0.98,Yellow,Star_3787
5782.74,1.32044,1.04,Yellow,Star_3789
4817.0,0.833,0.8,Orange,Star_3790
5533.0,0.89,0.92,Yellow,Star_3792
5415.53,0.810557,0.94,Yellow,Star_3793
5236.0,0.92,0.954,Yellow,Star_3794
5471.0,0.88,0.956,Yellow,Star_3795
5779.0,1.0,0.93,Yellow,Star_3796
4844.0,10.76,1.97,Orange,Star_3797
4766.0,13.76,2.12,Orange,Star_3798
6474.0,1.62,1.28,Yellow-White,Star_3801
5962.0,0.966,1.038,Yellow,Star_3802
5131.0,0.798574,0.847597,Orange,Star_3803
5909.0,0.988,1.064,Yellow,Star_3805
4841.0,0.73,0.77,Orange,Star_3806
5227.0,0.838,0.876,Yellow,Star_3808
5973.0,1.085,1.181,Yellow,Star_3809
5570.0,1.09,1.07,Yellow,Star_3810
5280.0,0.82,0.86,Yellow,Star_3811
5589.0,0.91,0.94,Yellow,Star_3812
5730.0,1.122,1.005,Yellow,Star_3813
6314.0,1.05,1.135,Yellow-White,Star_3814
6166.0,1.06,1.08,Yellow-White,Star_3816
5514.0,0.68,0.97,Yellow,Star_3817
6198.0,2.157,1.487,Yellow-White,Star_3818
4667.0,0.69,0.74,Orange,Star_3819
4405.0,0.61,0.615,Orange,Star_3820
5299.0,0.78,0.821,Yellow,Star_3821
5433.0,0.894988,0.95,Yellow,Star_3822
5667.0,0.927,0.86,Yellow,Star_3823
5435.0,0.824,0.937,Yellow,Star_3824
5679.0,1.02114,1.01,Yellow,Star_3825
5747.0,0.982,0.972,Yellow,Star_3826
4981.0,0.68,0.71,Orange,Star_3828
5296.0,0.74,0.843,Yellow,Star_3829
6473.79,2.12351,1.32,Yellow-White,Star_3831
4863.0,7.19,2.17,Orange,Star_3832
5960.0,1.64,1.24,Yellow,Star_3835
5955.0,1.1,1.27,Yellow,Star_3836
5885.0,1.0543,1.07,Yellow,Star_3837
6470.0,1.27,1.18,Yellow-White,Star_3838
5362.0,1.032,0.873,Yellow,Star_3839
5721.0,1.921,1.113,Yellow,Star_3840
5390.0,0.84,0.89,Yellow,Star_3841
4406.0,0.628,0.632,Orange,Star_3843
4982.0,4.2,1.35,Orange,Star_3844
5968.0,0.999,0.995,Yellow,Star_3845
6058.0,1.88,1.23,Yellow-White,Star_3846
5526.0,0.83,0.882,Yellow,Star_3847
6293.0,1.36,1.21,Yellow-White,Star_3849
6195.0,1.24,1.17,Yellow-White,Star_3851
5597.0,1.1242,0.99,Yellow,Star_3852
5341.0,0.97,1.37,Yellow,Star_3853
5609.0,0.907687,0.99,Yellow,Star_3854
6293.0,1.24801,1.23,Yellow-White,Star_3855
5629.0,0.943,1.033,Yellow,Star_3856
5365.0,0.947,0.88,Yellow,Star_3858
5324.0,0.853,0.928,Yellow,Star_3859
6276.7,2.50687,1.23,Yellow-White,Star_3861
6014.0,1.413,1.047,Yellow-White,Star_3863
5064.0,0.75,0.79,Orange,Star_3864
4512.0,0.68,0.72,Orange,Star_3866
4538.2,11.4,1.5,Orange,Star_3867
5294.0,0.94,0.92,Yellow,Star_3868
5676.0,0.82,0.865,Yellow,Star_3869
4664.0,8.68,1.22,Orange,Star_3870
5633.0,1.36208,1.0,Yellow,Star_3871
5363.0,0.84,0.99,Yellow,Star_3872
6090.0,1.052,0.994,Yellow-White,Star_3873
3342.0,0.307,0.294,Red,Star_3874
3534.0,0.481,0.484,Red,Star_3875
5624.0,1.052,0.83,Yellow,Star_3876
6481.0,2.55,1.64,Yellow-White,Star_3877
5524.0,0.8,0.905,Yellow,Star_3878
5232.0,0.93,0.92,Yellow,Star_3879
6216.0,1.22309,1.2,Yellow-White,Star_3880
4940.0,0.77,0.83,Orange,Star_3881
6269.0,1.04,1.12,Yellow-White,Star_3882
6137.0,1.943,1.18,Yellow-White,Star_3883
6051.0,1.134,1.1,Yellow-White,Star_3884
6125.0,1.02,1.06,Yellow-White,Star_3885
5845.0,1.44,1.09,Yellow,Star_3886
5593.0,0.93,0.96,Yellow,Star_3887
4755.0,0.72,0.77,Orange,Star_3888
6074.0,0.97,1.058,Yellow-White,Star_3889
5687.0,1.775,1.08,Yellow,Star_3890
6179.26,1.935709,1.406679,Yellow-White,Star_3892
5689.0,1.313,1.0,Yellow,Star_3893
5597.0,1.294,0.916,Yellow,Star_3894
5998.0,1.36,1.14,Yellow,Star_3895
5255.0,0.825846,0.9,Yellow,Star_3896
5849.0,1.35,1.08,Yellow,Star_3897
5563.0,1.0496,0.98,Yellow,Star_3898
5557.0,0.75,0.832,Yellow,Star_3900
5786.0,1.17443,1.04,Yellow,Star_3902
6364.0,1.26,1.244,Yellow-White,Star_3903
5606.0,0.97,0.884,Yellow,Star_3904
6133.0,1.765,1.377,Yellow-White,Star_3905
4941.0,0.67,0.756,Orange,Star_3906
4321.49,0.575591,0.675,Orange,Star_3907
6159.0,1.23,1.16,Yellow-White,Star_3908
6538.0,1.21,1.21,Yellow-White,Star_3909
6310.0,1.29,1.23,Yellow-White,Star_3910
6340.0,2.26,1.46,Yellow-White,Star_3911
5099.0,0.78,0.83,Orange,Star_3912
3845.0,0.53,0.55,Orange,Star_3913
5875.0,0.9,0.97,Yellow,Star_3916
4537.0,0.672,0.761,Orange,Star_3918
5583.0,0.940483,0.99,Yellow,Star_3919
5755.0,1.177665,1.009256,Yellow,Star_3920
5913.0,1.04,1.04,Yellow,Star_3921
6284.0,1.957,1.426,Yellow-White,Star_3922
3844.0,0.62859,0.610816,Orange,Star_3924
6173.0,1.6202,1.178,Yellow-White,Star_3925
5578.0,0.83,1.02,Yellow,Star_3927
6099.0,1.028,1.098,Yellow-White,Star_3928
5902.23,1.04777,1.07,Yellow,Star_3929
5929.0,1.086156,0.987182,Yellow,Star_3930
5888.0,1.03,1.03,Yellow,Star_3931
3622.0,0.284,0.292,Red,Star_3932
5355.0,0.84,0.88,Yellow,Star_3934
5723.0,0.99,1.0,Yellow,Star_3935
5808.0,0.881855,1.04,Yellow,Star_3936
3669.0,0.47,0.494,Red,Star_3937
5857.0,1.364,1.158,Yellow,Star_3938
5563.0,1.009,0.847,Yellow,Star_3940
5269.0,0.874,0.87,Yellow,Star_3941
5538.0,1.75,1.002,Yellow,Star_3942
5374.0,1.04867,0.93,Yellow,Star_3943
6213.0,1.28,1.18,Yellow-White,Star_3944
5557.0,0.89,0.92,Yellow,Star_3945
6124.0,1.28,1.25,Yellow-White,Star_3946
5740.0,1.62,1.043,Yellow,Star_3947
5557.0,1.616,1.035,Yellow,Star_3949
